Name,URL
ăn cá rô phi có tăng ham muon ko,https://www.google.com/search?q=%C4%83n+c%C3%A1+r%C3%B4+phi+c%C3%B3+t%C4%83ng+ham+muon+ko&sca_esv=3fb0e2d94fbc189e&biw=1698&bih=893&ei=F_kvaa6eMOqP2roPlMeKsAU&ved=0ahUKEwjuhe2UhKGRAxXqh1YBHZSjAlYQ4dUDCBE&uact=5&oq=%C4%83n+c%C3%A1+r%C3%B4+phi+c%C3%B3+t%C4%83ng+ham+muon+ko&gs_lp=Egxnd3Mtd2l6LXNlcnAiJcSDbiBjw6EgcsO0IHBoaSBjw7MgdMSDbmcgaGFtIG11b24ga28yCBAhGKABGMMESJQEUKsCWK8CcAF4AZABAJgBnAGgAbUCqgEDMC4yuAEDyAEA-AEBmAICoAKoAcICChAAGLADGNYEGEeYAwCIBgGQBgiSBwMxLjGgB_8FsgcDMC4xuAehAcIHBTAuMS4xyAcI&sclient=gws-wiz-serp
cá trắm có tăng hoocmon ko,https://www.google.com/search?q=c%C3%A1+tr%E1%BA%AFm+c%C3%B3+t%C4%83ng+hoocmoon+ko&oq=c%C3%A1+tr%E1%BA%AFm+c%C3%B3+t%C4%83ng+hoocmoon+ko&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDk1NjZqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8
cá có tăng hoocmon ko,https://www.google.com/search?q=c%C3%A1+c%C3%B3+t%C4%83ng+hoocmoon+ko&sca_esv=3fb0e2d94fbc189e&hl=vi&biw=1698&bih=893&ei=aPgvabuSG8X21e8PmLuikA8&ved=0ahUKEwi75p7Bg6GRAxVFe_UHHZidCPIQ4dUDCBE&uact=5&oq=c%C3%A1+c%C3%B3+t%C4%83ng+hoocmoon+ko&gs_lp=Egxnd3Mtd2l6LXNlcnAiGWPDoSBjw7MgdMSDbmcgaG9vY21vb24ga28yCBAAGIAEGKIEMggQABiiBBiJBTIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEiEZVC_AVjQYnAMeAGQAQCYAbIBoAHLG6oBBTIwLjE0uAEDyAEA-AEBmAIsoAKnHagCCsICHRAAGIAEGLQCGOUCGOcGGLcDGIoFGOoCGIoD2AEBwgIQEAAYAxi0AhjqAhiPAdgBAcICCBAAGIAEGLEDwgIKEAAYgAQYQxiKBcICERAuGIAEGLEDGNEDGIMBGMcBwgILEAAYgAQYsQMYgwHCAgoQLhiABBhDGIoFwgIEEAAYA8ICBRAAGIAEwgIFEC4YgATCAhkQLhiABBhDGIoFGJcFGNwEGN4EGOAE2AECwgIIEC4YgAQYsQPCAgcQABiABBgKwgILEC4YgAQYsQMYgwHCAgYQABgWGB7CAggQABgWGAoYHsICFBAuGIAEGJcFGNwEGN4EGN8E2AECwgINEC4YgAQYsQMYQxiKBcICBRAhGKABwgIEECEYFcICBRAhGJ8FwgIHECEYoAEYCpgDCOIDBRIBMSBA8QUReyqYT2GzZ7oGBAgBGAe6BgYIAhABGBSSBwUxNS4yOaAH8Y8CsgcEMy4yObgHxBzCBwkwLjQuMjUuMTXIB6kC&sclient=gws-wiz-serp
l-arginine là gì,https://www.google.com/search?q=l-arginine+l%C3%A0+g%C3%AC&sca_esv=3fb0e2d94fbc189e&ei=CfcvaYKCG_u7vr0P7afVmAo&ved=0ahUKEwjCqu-ZgqGRAxX7na8BHe1TFaMQ4dUDCBE&uact=5&oq=l-arginine+l%C3%A0+g%C3%AC&gs_lp=Egxnd3Mtd2l6LXNlcnAiEmwtYXJnaW5pbmUgbMOgIGfDrDIFEAAYgAQyBhAAGAUYHjIIEAAYBRgKGB4yBhAAGAgYHjIIEAAYgAQYogQyCBAAGIAEGKIEMggQABiABBiiBEj4ClDqBliPCXABeAGQAQCYAV-gAbEBqgEBMrgBA8gBAPgBAZgCAqACwgHCAgYQABgHGB7CAgcQABiABBgNwgIIEAAYBxgIGB7CAgoQABgHGAgYChgewgIGEAAYDRgewgIIEAAYBRgHGB7CAggQABgFGA0YHpgDAIgGAZIHAzEuMaAH9AuyBwMxLjG4B8IBwgcFMi0xLjHIBw0&sclient=gws-wiz-serp
tiểu ra tinh trùng vón cục,https://www.google.com/search?sca_esv=73b67a38cfd61733&q=ti%E1%BB%83u+ra+tinh+tr%C3%B9ng+v%C3%B3n+c%E1%BB%A5c&source=lnms&fbs=AIIjpHyNLa7NbKa1H9FnKAJNsjCPuuyZ8axF70qppVREZw12J16j6TEYGEwZz6y4Q0FA_xMYeajm3AQJueG4kgRvMz5m4gb8lReUYTx4dpKIdUhuq5lu93rZe3kiiX8CSRF2VIZqXwg25T1M8uXp9m1UlyGj8xNnz6k5zzLW4xI1sKqBocByupNqWacL4IQmZHEP_9IdakkglKTKwtixgC0kUgoJMt7ThNSH3RBrTscshHuWwzhKjhjpl5L7csOJ9Ibx-UPUXaRY&sa=X&ved=2ahUKEwjXgJTU7YyRAxXboq8BHd6xLSgQ0pQJegQIChAB&biw=1698&bih=893&dpr=1.13
sigmund frued,https://www.google.com/search?q=sigman+freud&oq=sigman+freud&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDMzODlqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8&sei=1g8WaIO2LZ3f2roPheSKgAY
carl jung,https://www.google.com/search?q=carl+jung&sca_esv=81208bf63503b115&ei=1g8WaPC4O_XO2roPxtPhoQE&gs_ssp=eJzj4tDP1TdIyjYtMmD04kxOLMpRyCrNSwcAQokGfA&oq=car&gs_lp=Egxnd3Mtd2l6LXNlcnAiA2NhcioCCAAyEBAuGIAEGLEDGEMYgwEYigUyChAuGIAEGEMYigUyCBAAGIAEGLEDMggQABiABBixAzIIEAAYgAQYsQMyCBAAGIAEGLEDMgsQABiABBixAxiDATIIEAAYgAQYsQMyDhAAGIAEGLEDGIMBGIoFMgUQLhiABDIfEC4YgAQYsQMYQxiDARiKBRiXBRjcBBjeBBjfBNgBAUiQuAJQjaoCWOqsAnABeACQAQGYAaIBoAGxBKoBAzIuM7gBA8gBAPgBAZgCBKAC8AKoAgDCAgoQABiwAxjWBBhHwgINEAAYgAQYsAMYQxiKBcICDhAAGLADGOQCGNYE2AEBwgITEC4YgAQYsAMYQxjIAxiKBdgBAcICExAuGIAEGLEDGNEDGEMYxwEYigXCAggQLhiABBixA8ICGRAuGIAEGEMYigUYlwUY3AQY3gQY3wTYAQHCAg4QLhiABBixAxjRAxjHAZgDAOIDBRIBMSBAiAYBkAYTugYGCAEQARgJkgcDMS4zoAe-jASyBwMwLjO4B90C&sclient=gws-wiz-serp
doublethink,https://www.google.com/search?q=doublethink&oq=doublethink&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDMyODBqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8&sei=8kYYaO_zHfLDvr0PismBuAM
dopamine moi quan he voi ego,https://www.google.com/search?q=dopamine+moi+quan+he+voi+ego&oq=dopamine+moi+quan+he+voi+ego&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDYyNDhqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8&sei=TXaUaPvELKTh1e8Ps6eyqAk
adrenaline,https://www.google.com/search?q=adrenaline+&sca_esv=7c031b0b1e1c228d&biw=1698&bih=893&ei=us8SacidOKqq0-kPuebjoAU&ved=0ahUKEwjI4tfRtOmQAxUq1TQHHTnzGFQQ4dUDCBE&uact=5&oq=adrenaline+&gs_lp=Egxnd3Mtd2l6LXNlcnAiC2FkcmVuYWxpbmUgMg0QABiABBixAxhDGIoFMgUQABiABDIFEAAYgAQyCxAuGIAEGMcBGK8BMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESOQfUNwDWOYccAJ4AZABAJgBaKABxgSqAQMyLjS4AQPIAQD4AQGYAgSgArkDwgIGEAAYFhgemAMAiAYBkgcDMC40oAflKrIHAzAuNLgHuQPCBwUyLTIuMsgHHw&sclient=gws-wiz-serp
serotonin,https://www.google.com/search?q=serotonin&oq=serotonin&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDQ0MTRqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8&sei=HHeUaNPfDbba1e8PgYj0qAs
oxytocin,https://www.google.com/search?q=oxytocin&sca_esv=6181e4a68536525f&ei=lneUaIfuLbnM1e8P6s6rUA&oq=oxyto&gs_lp=Egxnd3Mtd2l6LXNlcnAiBW94eXRvKgIIADINEAAYgAQYsQMYQxiKBTIFEAAYgAQyBRAAGIAEMgoQABiABBhDGIoFMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABDIFEAAYgAQyBRAAGIAESLsOUM4BWKUHcAF4AJABAJgBgQGgAcwEqgEDMC41uAEDyAEA-AEBmAIGoAKVBagCCsICEBAAGAMYtAIY6gIYjwHYAQHCAhAQLhgDGLQCGOoCGI8B2AEBwgIREC4YgAQYsQMY0QMYgwEYxwHCAgsQABiABBixAxiDAcICCBAAGIAEGLEDwgIgEC4YgAQYsQMY0QMYgwEYxwEYlwUY3AQY3gQY4ATYAQLCAggQLhiABBixA8ICBxAAGIAEGAqYAw_xBRmJTWRk_rqJugYECAEYCroGBggCEAEYFJIHAzEuNaAHhh-yBwMwLjW4B4UFwgcFMi0xLjXIBz0&sclient=gws-wiz-serp
oxytocin nam hay nữ nhiều hơn,https://www.google.com/search?q=oxytocin+nam+hay+n%E1%BB%AF+nhi%E1%BB%81u+h%C6%A1n&sca_esv=6181e4a68536525f&ei=EHiUaJzSJ5CJosUP5N246Ak&oq=oxytocin+nam+hay+&gs_lp=Egxnd3Mtd2l6LXNlcnAiEW94eXRvY2luIG5hbSBoYXkgKgIIAzIFECEYoAEyBRAhGKABMgUQIRigATIFECEYoAFIoUhQP1icOXABeACQAQCYAZIBoAHPCKoBAzAuObgBA8gBAPgBAZgCCaACmgnCAgUQABiABMICChAAGIAEGEMYigXCAgcQABiABBgTwgIIEAAYExgWGB7CAgYQABgWGB7CAgUQABjvBcICCBAAGIAEGKIEwgIFECEYnwXCAgQQIRgVmAMAiAYBkgcDMC45oAeCLLIHAzAuObgHmgnCBwUyLTguMcgHOg&sclient=gws-wiz-serp
cortisol,https://www.google.com/search?q=cortisol&sca_esv=7c031b0b1e1c228d&biw=1698&bih=893&ei=wM8SabChJLnh2roPmYuO4QI&oq=cotiso&gs_lp=Egxnd3Mtd2l6LXNlcnAiBmNvdGlzbyoCCAEyDBAAGIAEGLEDGAoYCzINEAAYgAQYsQMYQxiKBTIJEAAYgAQYChgLMgkQABiABBgKGAsyCRAAGIAEGAoYCzIJEAAYgAQYChgLMgkQABiABBgKGAsyCRAAGIAEGAoYCzIJEAAYgAQYChgLMgkQABiABBgKGAtI_ypQrgFY1Q5wAngAkAEAmAFvoAGtBaoBAzYuMbgBA8gBAPgBAZgCCaACjQaoAgrCAhAQABgDGLQCGOoCGI8B2AEBwgIQEC4YAxi0AhjqAhiPAdgBAcICEhAAGAMYtAIY6gIYChiPAdgBAcICCxAAGIAEGLEDGIMBwgIREC4YgAQYsQMY0QMYgwEYxwHCAgoQABiABBhDGIoFwgIEEAAYA8ICCBAAGIAEGLEDwgIFEAAYgATCAggQLhiABBixA8ICCxAuGIAEGLEDGIMBwgINEAAYgAQYsQMYgwEYCsICBxAAGIAEGArCAg8QABiABBixAxiDARgKGAuYAwrxBTvs6jRyVy00ugYECAEYCpIHAzMuNqAHhjKyBwMxLja4B_gFwgcFMi00LjXIB0g&sclient=gws-wiz-serp
endorphin,https://www.google.com/search?q=endorphin&sca_esv=6181e4a68536525f&ei=HHeUaPzNIaDe1e8PhrOAEA&oq=endo&gs_lp=Egxnd3Mtd2l6LXNlcnAiBGVuZG8qAggAMg0QABiABBixAxhDGIoFMgUQABiABDIFEAAYgAQyCBAuGIAEGLEDMggQABiABBixAzIIEAAYgAQYsQMyCBAAGIAEGLEDMgUQABiABDIKEAAYgAQYQxiKBTIFEAAYgARI7w1QjQFY4wRwAXgAkAEAmAF8oAHOA6oBAzAuNLgBA8gBAPgBAZgCBaACiQSoAgrCAhAQABgDGLQCGOoCGI8B2AEBwgIQEC4YAxi0AhjqAhiPAdgBAcICCxAAGIAEGLEDGIMBwgILEC4YgAQYsQMYgwHCAgsQLhiABBjRAxjHAcICBRAuGIAEwgIREC4YgAQYsQMY0QMYgwEYxwHCAg4QLhiABBixAxiDARiKBZgDEfEF1ZqwUsTMlfC6BgQIARgKkgcDMS40oAfoQbIHAzAuNLgH-APCBwUyLTIuM8gHMg&sclient=gws-wiz-serp
tự trọng cao-cái tôi khác nhau như nào,https://www.google.com/search?q=t%E1%BB%B1+tr%E1%BB%8Dng+cao+v%C3%A0+c%C3%A1i+t%C3%B4i+kh%C3%A1c+nhau+nh%C6%B0+th%E1%BA%BF+n%C3%A0o&sca_esv=7c031b0b1e1c228d&ei=5NQSadKqG6Th2roPkKuI4Ak&oq=t%E1%BB%B1+tr%E1%BB%8Dng+cao+v%C3%A0+c%C3%A1i+t%C3%B4i+&gs_lp=Egxnd3Mtd2l6LXNlcnAiH3Thu7EgdHLhu41uZyBjYW8gdsOgIGPDoWkgdMO0aSAqAggAMgUQIRigATIFECEYnwUyBRAhGJ8FSKcUUDpY1gdwAXgBkAEAmAGWAaABvASqAQMwLjW4AQPIAQD4AQGYAgagAu4EwgIKEAAYsAMY1gQYR8ICBBAhGBWYAwCIBgGQBgiSBwMxLjWgB5QZsgcDMC41uAfkBMIHAzItNsgHHA&sclient=gws-wiz-serp
doom spending là gì,https://www.google.com/search?q=doom+spending+l%C3%A0+g%C3%AC&oq=doom+spending+l%C3%A0+g%C3%AC&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDU3ODZqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8
lipstick effect là gì,https://www.google.com/search?q=lipstick+effect+l%C3%A0+g%C3%AC&oq=lipstick+effect+l%C3%A0+g%C3%AC&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDc5MTZqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8
CS Roadmap,https://roadmap.sh/pdfs/roadmaps/computer-science.pdf
saga pattern(microservice),https://www.google.com/search?q=saga+pattern&oq=saga+pattern&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDQwNjhqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8
AlgoExpert | Coding INTERVIEWS,https://www.algoexpert.io/product
HackMIT(dev contest),https://hackmit.org/
Interview Cake,https://www.interviewcake.com/
ByteByteGo | Technical Interview Prep,https://bytebytego.com/
IELTS Online Tests,https://ieltsonlinetests.com/vi
IELTS Essay Structure & Paragraphs,https://ieltsliz.com/how-many-paragraphs-for-an-ielts-essay/
tin sinh học,https://www.google.com/search?q=tin+sinh+h%E1%BB%8Dc&client=ms-android-oppo-rev1&sourceid=chrome-mobile&ie=UTF-8
AlphaFold Server(protein),https://alphafoldserver.com/
AlphaGenome(gene),https://deepmind.google/blog/alphagenome-ai-for-better-understanding-the-genome/
Pl@ntNet,https://my.plantnet.org/
inaturalist,https://www.inaturalist.org/
Encyclopedia of Life,https://eol.org/
asymmetric organocatalysis,https://www.google.com/search?q=asymmetric+organocatalysis+la+gi&oq=asymmetric+organocatalysis+la+gi&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBCDE2ODZqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8
microRNA+ role in post-transcriptional gene regulation,https://www.google.com/search?q=discovery+of+microRNA+and+its+role+in+post-transcriptional+gene+regulation+la+cai+gi&sca_esv=ab9bc380bcf72366&biw=1910&bih=993&ei=UWrCabDVN8C4vr0PiMjr4QU&ved=0ahUKEwjwwcHWrLiTAxVAnK8BHQjkOlwQ4dUDCBE&uact=5&oq=discovery+of+microRNA+and+its+role+in+post-transcriptional+gene+regulation+la+cai+gi&gs_lp=Egxnd3Mtd2l6LXNlcnAiVGRpc2NvdmVyeSBvZiBtaWNyb1JOQSBhbmQgaXRzIHJvbGUgaW4gcG9zdC10cmFuc2NyaXB0aW9uYWwgZ2VuZSByZWd1bGF0aW9uIGxhIGNhaSBnaUjSK1D7A1i_KXAEeAGQAQCYAVKgAdEGqgECMTG4AQPIAQD4AQGYAgKgAmPCAgoQABhHGNYEGLADwgIOEAAY5AIY1gQYsAPYAQHCAhcQLhjcBhi4BhjaBhjYAhjIAxiwA9gBAcICBhAAGBYYHsICCBAAGBYYHhgKmAMAiAYBkAYNugYGCAEQARgJkgcBMqAH3QmyBwExuAdSwgcHMC4xLjAuMcgHD4AIAQ&sclient=gws-wiz-serp
Interlune,https://www.interlune.space/
terafab,https://terafab.ai/
Grok,https://grok.com/
GitHub Student Developer Pack,https://education.github.com/pack
Codespaces(4 intermidiate),https://github.com/codespaces
educative(6 months),https://www.educative.io/search?query=api
Frontend Masters,https://frontendmasters.com/
Community Exchange/GitHub Education,https://education.github.com/globalcampus/exchange
library-management-system,https://github.com/tssovi/grokking-the-object-oriented-design-interview/blob/master/object-oriented-design-case-studies/design-a-library-management-system.md
Jira,https://vuduytien.atlassian.net/jira/for-you
Supabase,https://supabase.com/dashboard/project/objzfxyenfkxvfjmqrcj
Nativewind,https://www.nativewind.dev/
Zustand,https://zustand-demo.pmnd.rs/
TanStack,https://tanstack.com/query/latest
Hook Form,https://react-hook-form.com/
Paper,https://oss.callstack.com/react-native-paper/
i18next,https://www.i18next.com/
react-i18next,https://react.i18next.com/
react-native-webview,https://github.com/react-native-webview/react-native-webview
Axios,https://axios-http.com/vi/docs/intro
thiết lập tamagui,https://www.google.com/search?q=thi%E1%BA%BFt+l%E1%BA%ADp+tamagui+%C4%91%C6%A1n+gi%E1%BA%A3n+cho+app+native+ch%E1%BA%A1y+expo+go&sca_esv=d36697531cc09700&source=hp&ei=P6TYaeCaAoOLvr0PjdDViAI&iflsig=AFdpzrgAAAAAadiyT7qM4Oq5Ug5qtr__Ayc2PGruhPv5&aep=22&ved=0ahUKEwigtsuB3-KTAxWDha8BHQ1oFSEQteYPCA0&oq=&gs_lp=Egdnd3Mtd2l6IgBIAFAAWABwAHgAkAEAmAEAoAEAqgEAuAEByAEAmAIAoAIAmAMAkgcAoAcAsgcAuAcAwgcAyAcAgAgB&sclient=gws-wiz&udm=50&mstk=AUtExfAicHcrJDSEFQdkoW3FJLshXLIYZD_xmqmA6_aFys0sm8wiBJaWsJQXnbWLy7HIGqNYP7jt6KvnrnEm0711bl537jrQA0j65g7We7tY6fo_1F6AxCnmiWfEMrv9-hTNUkYbHcv5tlgmdMW7BoidaydXiE0qbu92ed4&csuir=1
Tamagui(advanced)(theme),https://tamagui.dev/
upload progress(axios),https://www.google.com/search?q=upload+progress+axios&newwindow=1&sca_esv=92e4b11da69d1482&ei=A8bpaY6PL5Ks0-kP8uXcuQg&biw=1910&bih=993&ved=0ahUKEwjOnNzNtYOUAxUS1jQHHfIyN4cQ4dUDCBE&uact=5&oq=upload+progress+axios&gs_lp=Egxnd3Mtd2l6LXNlcnAiFXVwbG9hZCBwcm9ncmVzcyBheGlvczIGEAAYFhgeMgYQABgWGB4yBhAAGBYYHjIGEAAYFhgeMgYQABgWGB4yBRAAGO8FMgUQABjvBTIFEAAY7wUyBRAAGO8FMgUQABjvBUjiDFDQAlizCHAAeAGQAQCYAYECoAH0B6oBBTAuNi4xuAEDyAEA-AEBmAIGoAKtBsICBxAAGIAEGBPCAggQABgWGB4YE8ICCBAAGAgYHhgNmAMAkgcDMC42oAeYJ7IHAzAuNrgHrQbCBwUyLTIuNMgHLoAIAQ&sclient=gws-wiz-serp
LlamaParse,https://cloud.llamaindex.ai/organization/61b0c833-e084-4131-a5c6-eb1304293894/usage
Skills.sh,https://skills.sh/
skill.md+introduction.md,https://www.google.com/search?q=skill.md+v%C3%A0+introduction.md&sca_esv=aaa5e99ecd6c9da9&udm=50&fbs=ADc_l-ZXQWBHI_L0epjkf31fijnbXSPRt3UPEhp-KmUrvgDudp8REbOZqjulWRZWTin-MPxgqssMzZlYDdfWeNrP4BjNbYzw14qZ2xXDJOMM_HB2xGh5jJiQN778kGc26_sxJrMnIXMD5aBOt6Vb6HkYS9WQC2F9J7hcfjtOpS8xqswLmD2EoLNkRD5yP-HXSZ1IKhfnsdqaXyPABRG0YVNdNDYwYkVGBwAyMHCjXx8AkT8UOQCONerM48eqKs5KAafN1Dyxxhkm&aep=1&ntc=1&sa=X&ved=2ahUKEwjYw4_khOCTAxUSrlYBHfQiPPQQ2J8OegQIDBAE&biw=1910&bih=993&dpr=1&mstk=AUtExfAqlIFMFESzB5p21tP8chhrMEt23fsamz9rJucyf8fArNoR8sewZ5s08l_5Ojwxr5lfVg8-Pskk9vXJ4tcpllBqzOSxjQEDPlr-7GzD3wBZf1-DyoM7haA28rX8tz639WkHtQutklNdReohkbJkcxHzdPRTj4G8I9Q&csuir=1
Agent-Skills.io,https://agentskills.io/home
Router,https://docs.expo.dev/router/introduction/
Camera,https://docs.expo.dev/versions/latest/sdk/camera/
Audio,https://docs.expo.dev/versions/latest/sdk/audio/
av,https://docs.expo.dev/versions/v54.0.0/sdk/audio-av/
RS Testing Library,https://oss.callstack.com/react-native-testing-library/
Faker.js,https://fakerjs.dev/
Jest ,https://jestjs.io/
Open Library,https://openlibrary.org/developers/api
Google Books,https://developers.google.com/books?hl=vi
WorldCat Search API,https://developer.api.oclc.org/wcv2
Human Library,https://readinggarden.humanlibrary.org/#Rulesforreaders
Đề thi đề cương,https://drive.google.com/drive/folders/1922uJT8il-9yF60wYp36sEoKcDJ1DFCH
drive tiến độ,https://drive.google.com/drive/folders/1uZc9mXUF1xaULdkbt--cPlsdP-TfZBDo
access token+refresh token,https://www.google.com/search?q=access+token+v%C3%A0+refresh+token&newwindow=1&sca_esv=92e4b11da69d1482&biw=1910&bih=993&ei=B8bpaeqeCb3b2roPl-aEuQ0&oq=acess+token+&gs_lp=Egxnd3Mtd2l6LXNlcnAiDGFjZXNzIHRva2VuICoCCAAyBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA0yBxAAGIAEGA1IsTVQnAdY9ClwAngBkAEAmAGZAaAB5wuqAQQzLjEwuAEDyAEA-AEBmAIPoAKxDagCCsICIBAAGIAEGIoFGNQDGOUCGOcGGOoCGLQCGIoDGLcD2AEBwgIQEAAYAxiPARjqAhi0AtgBAcICChAAGIAEGIoFGEPCAgsQLhiABBixAxiDAcICCxAAGIAEGLEDGIMBwgIFEAAYgATCAgUQLhiABMICCBAuGIAEGLEDwgIIEAAYgAQYsQPCAgcQABiABBgKwgIJEAAYgAQYChgLwgIPEAAYgAQYChgLGLEDGIMBmAMQ8QX0ZDHqJEmoS7oGBAgBGAeSBwQzLjEyoAe2YrIHBDEuMTK4B5YNwgcGMi0yLjEzyAeYAYAIAQ&sclient=gws-wiz-serp
opus,https://cloudconvert.com/audio-converter
OPUS,https://www.freeconvert.com/opus-converter
